Id,Price
4567,162819.93176906518
5925,121473.28997447653
960,137243.47206815018
3848,115544.52071194795
746,172867.72967371985
868,334580.4169804754
672,97469.4811506826
2471,209762.60950798215
4510,124446.01332501309
8354,220631.22593600384
6393,179981.59387959202
13270,230636.94580352423
5250,296761.5792625934
16751,172691.8769474562
11404,136179.26559229364
10588,369845.9358847997
14925,187698.81502826913
6791,205447.7860813642
16097,193891.36506374367
16428,382834.6270398524
6945,338609.8849292341
3190,187498.08278021455
15709,448312.42031099007
13155,170766.1448300935
7675,204393.88988173043
14686,228327.64497626017
609,151246.4789556664
11155,171658.05192057372
10869,194547.6399911102
15742,186655.56594204152
9245,199908.44777552853
3340,172537.70933082138
2359,292687.39166294516
8070,210772.6188369821
13707,129146.67349321589
16079,277096.8871915215
15937,318822.53101705253
14090,196137.06835422476
9008,238062.69083552647
16384,168649.77143216052
11657,229106.80265193866
13151,160119.43816252606
8990,159076.60309314396
11857,180585.4276281156
1565,152752.4896049864
8174,94952.35475522732
9247,243200.61342510633
10478,216219.95036342496
15509,142920.6280091009
8306,200686.09626235522
6642,184872.8013955923
7472,217195.83845105855
15989,135154.39342752684
13682,127477.5782414521
163,259207.6709296593
7076,202285.7211474673
7478,300195.5555678651
3029,184646.89314105347
1814,142757.6926392391
10057,132999.21672760774
15100,192261.63530928415
12694,214812.93252963302
6291,190731.09465571857
12603,160732.8841069765
3218,262324.2305345342
13456,126950.81281437248
10170,233561.96636546715
4530,159205.18013980245
13329,163065.78578973887
4820,148706.3457899742
10896,171843.42903311364
13416,126523.05919536763
2701,215956.15178692312
11265,336245.6132423685
9189,253933.11124664152
1858,165363.51591342076
14536,244098.25438461866
6199,277414.283124705
14730,152480.5786475327
7510,261302.48318106827
15505,157983.21839449633
7446,181896.56838195023
14016,169402.51832075816
14113,114946.13481138351
8721,274522.0498243506
6193,282710.6566097588
5717,173839.97078781697
5427,316685.3247581625
9520,493695.75923803204
6869,96524.10548888234
1658,159455.78854773156
6639,236899.45560595935
6283,187953.66929966744
6257,121986.88072582426
15235,167989.51267234053
902,199787.10112945907
8932,190239.50120375078
16469,328765.71236499917
2825,290649.71405021864
6450,441889.96132699744
11366,173300.06239352483
3801,387010.45939746074
11385,199962.27683728683
1079,204790.25365103426
3202,259589.19088733813
676,232449.84714646742
6185,272654.87261478504
7730,160468.0202536837
2573,180870.42582208305
10978,207621.6827067749
10962,259029.2568564366
8870,209178.98029356956
8496,167318.6935114792
5517,177538.134733813
927,182325.54633425412
13675,202806.7792214493
1499,218046.23054359958
15536,362806.7506761194
8602,327700.7125371507
12137,422685.35025628784
9865,250282.12715962486
16353,285277.937027507
15908,214530.93395069125
3944,181991.2985069374
10359,199501.87393775265
15158,228016.89896471216
3259,246847.2227502801
7220,314438.3661327079
13843,205334.24262974862
16736,185214.88884043807
702,257661.53300185577
16401,108745.91434538404
12134,179040.30617985182
6918,222719.38159683006
11792,137535.32427885296
3798,135151.50669872703
10395,132990.36759627913
11099,145216.55593832748
7090,198552.68593090182
11260,195875.72166191746
9647,198102.063324089
2903,391447.01199199323
2071,180692.22966565957
8604,176751.74402788986
9346,207484.04350106194
3945,198581.0042416523
3420,135390.48670450374
10842,125180.42863200791
725,152548.07387429135
13931,194684.2306485507
16330,238225.50151143057
9066,425042.46375775296
3326,301743.62947257695
1556,291027.4696149139
6579,99332.70557916972
13877,133630.2624683228
9857,366629.52984387684
7302,260112.35889918427
5684,202289.1745522909
6513,239278.2522795801
11342,109820.9075957285
16561,216897.7883032182
6885,166505.88593190667
9308,172893.15263778332
2559,174762.5580741261
6648,179137.68533985634
15260,152004.26715076904
5113,191313.2881211459
16492,219983.5356462021
12034,290534.49998008343
7248,222247.61130732327
2171,227011.07235163302
10594,164895.2024342019
13241,201191.09963597823
7032,142098.07897654307
4884,161189.12446461705
903,224040.2800030387
162,168944.4338819191
6566,236796.60756164175
8249,139069.0318698458
13106,164087.73354964427
256,126506.18105728013
7976,171040.50721431538
8575,172330.31607152458
7591,286708.494068995
3204,203021.00985724764
15804,192781.18383001228
1525,345929.4492707044
9038,205743.87707168743
13628,195434.66346218603
10016,200054.9983216318
10208,223886.8008282475
2008,192717.720156019
13029,223996.08156427354
5099,136115.4940965789
9923,292526.06921390735
9461,131142.43960561394
11086,183471.20272680843
15057,271358.35468119604
10689,181198.0556003529
2053,228406.9881553893
16630,171998.9011415944
4985,164116.0309911741
13881,250946.78359173634
13225,220122.61454943093
5779,71102.98718247075
10262,184294.6255338715
10762,202722.52041080437
9513,198861.97919934193
11128,167826.5107740285
2074,292635.04484750214
933,205132.9849123947
2780,193715.16514771327
6594,113037.20341500685
15394,238625.73874779846
14863,134135.66964228536
6698,206760.32393164618
1611,272756.3176264596
174,194257.73907954784
5160,174217.04245796837
3295,335204.6539746717
4559,389587.21594470006
8254,160049.798276483
10228,99911.03906989256
13924,129656.43108192054
15341,241039.1477565517
4353,174569.53889226052
4334,74068.1305526026
1872,147329.09248403847
7823,191349.45351195472
310,157397.79661161292
3704,246558.82769726057
11615,311311.48446654144
6605,208812.00285710505
3381,181550.27287654916
2143,144084.35765243368
3191,248848.52168997104
13980,131886.84740815093
15613,150307.5038856585
10943,258758.72388149024
9654,145798.17214259994
16053,533320.8661438674
14931,240074.76888932046
8299,219866.8590880822
2147,160120.28245698512
11567,310362.52809527656
5905,131215.04016854442
11160,111858.19688308798
8275,145797.94742213568
16398,290463.2844753957
11229,181301.20848259938
10309,158816.65367523165
7340,274577.3570301811
7653,158615.58937411604
272,205441.75143964507
9831,212811.06928403568
5016,137763.22395139688
5968,64947.47856512068
796,222430.55005061065
12123,127994.93968372881
16629,202216.5296913715
2637,168688.64989080152
6194,221161.7241217829
6216,400845.9861916191
14346,177498.85073518974
6428,133214.06531399878
2891,233354.1499184495
84,180946.57400345756
9260,227063.91001771746
15250,137808.25586492821
2348,217567.32417857327
10427,287657.6938642561
13230,252340.5207534789
1691,189095.54359030596
8803,129598.1300814822
5464,184749.5759281883
10559,109860.65815865624
16787,294357.72569794656
4278,151225.0341586545
6183,167268.79234152177
12775,151312.71488439664
10104,176356.6521140309
13663,169763.41647825052
9404,250511.005495483
14724,230742.69650225714
10040,181441.64157033956
4646,192347.06720937538
4754,156373.11936018895
3310,217529.85458960893
2003,182750.27495724644
7312,229207.09664610258
10921,214636.62865467722
13419,292646.165405757
10105,160469.22213514012
2196,416802.7985227721
12659,239601.27740417531
4380,241971.55404691256
10847,145424.4022866774
10805,286422.6727375563
8709,97674.21310060124
8319,182509.11661902882
2215,181245.7068295605
7000,192209.535790732
7701,105027.54055693751
9678,177134.58190218752
14026,204674.82675729008
7971,160523.39086319646
13734,149414.39902834833
16483,199529.247664932
6150,207344.68849698242
2931,285887.7162855432
5418,176657.19880028427
1662,413991.12954536796
2441,238070.45659626828
669,142621.8843906979
7734,187529.19551073958
6010,311533.65921924857
266,139660.64216448658
632,139525.73966855864
16221,104529.70364544757
11832,169798.34812102764
5035,104440.29036986892
37,119182.23550165177
6168,184835.29661020116
11757,180701.62495080195
8086,127802.68135705616
6529,231352.14220272907
15121,212289.7670844281
13904,140871.7832895438
3711,167977.75015224933
16563,131452.2377555798
14494,171447.2824952042
3006,225922.26726077756
15299,132652.96664449055
92,277798.31281272706
8066,164697.37372420778
16071,210819.73408082046
10662,141293.2660110471
3883,207720.57758335568
5511,125082.26998568978
2821,275821.5425731906
9570,197789.65157254285
4326,235439.61732893123
9251,235013.34860180193
9031,193501.44407611195
12689,147042.20377658974
16380,246295.33743301357
1053,239906.2812575138
4568,179442.47697439484
16140,109523.1760447812
14356,415092.83165549854
8466,183982.79711820756
15652,143615.91877433006
3285,128083.68354339841
3198,167264.33937628174
14088,408680.992869485
2268,119966.29277908315
15472,188214.39430283615
1203,201818.9054278989
7157,342154.34867639875
6886,218315.47733581928
5083,258287.83432272394
7467,122371.11940119055
14068,202679.61227509062
2080,174701.1393573215
10865,149258.35236335782
13516,180034.75744019917
14150,199749.94050787285
7609,120336.41224282999
